Date,Open,High,Low,Close,Adj Close,Volume
1973-09-11,1.468750,1.488281,1.468750,1.477865,0.363708,1190400
1973-09-12,1.477865,1.492188,1.473958,1.488281,0.366272,1036800
1973-09-13,1.488281,1.490885,1.481771,1.485677,0.365631,528000
1973-09-14,1.485677,1.493490,1.476563,1.492188,0.367233,940800
1973-09-17,1.486979,1.486979,1.473958,1.484375,0.365310,1276800
1973-09-18,1.484375,1.497396,1.479167,1.484375,0.365310,1027200
1973-09-19,1.484375,1.488281,1.470052,1.473958,0.362747,1008000
1973-09-20,1.479167,1.494792,1.479167,1.492188,0.367233,1497600
1973-09-21,1.493490,1.520833,1.493490,1.513021,0.372360,1699200
1973-09-24,1.513021,1.520833,1.500000,1.514323,0.372681,1228800
1973-09-25,1.514323,1.531250,1.511719,1.527344,0.375885,1612800
1973-09-26,1.527344,1.531250,1.506510,1.519531,0.373962,1123200
1973-09-27,1.519531,1.526042,1.507813,1.515625,0.373001,2524800
1973-09-28,1.515625,1.528646,1.513021,1.523438,0.374924,672000
1973-10-01,1.523438,1.526042,1.506510,1.518229,0.373642,729600
1973-10-02,1.518229,1.520833,1.510417,1.511719,0.372040,1209600
1973-10-03,1.510417,1.510417,1.475260,1.479167,0.364029,1795200
1973-10-04,1.476563,1.476563,1.445313,1.449219,0.356658,2112000
1973-10-05,1.451823,1.468750,1.451823,1.468750,0.361465,4099200
1973-10-08,1.468750,1.471354,1.458333,1.466146,0.360824,1257600
1973-10-09,1.466146,1.477865,1.454427,1.471354,0.362106,1852800
1973-10-10,1.476563,1.498698,1.476563,1.489583,0.366592,1324800
1973-10-11,1.489583,1.501302,1.486979,1.494792,0.367874,1363200
1973-10-12,1.494792,1.502604,1.489583,1.502604,0.369797,816000
1973-10-15,1.494792,1.494792,1.476563,1.485677,0.365631,912000
1973-10-16,1.485677,1.492188,1.476563,1.486979,0.365951,864000
1973-10-17,1.486979,1.498698,1.486979,1.486979,0.365951,816000
1973-10-18,1.489583,1.500000,1.489583,1.494792,0.367874,998400
1973-10-19,1.494792,1.507813,1.494792,1.498698,0.368835,662400
1973-10-22,1.489583,1.489583,1.476563,1.484375,0.365310,537600
1973-10-23,1.484375,1.497396,1.484375,1.497396,0.368515,384000
1973-10-24,1.497396,1.497396,1.484375,1.492188,0.367233,1353600
1973-10-25,1.492188,1.497396,1.486979,1.489583,0.366592,604800
1973-10-26,1.502604,1.510417,1.502604,1.510417,0.371719,883200
1973-10-29,1.510417,1.510417,1.500000,1.500000,0.369156,768000
1973-10-30,1.500000,1.503906,1.489583,1.500000,0.369156,969600
1973-10-31,1.494792,1.494792,1.481771,1.485677,0.365631,1065600
1973-11-01,1.485677,1.505208,1.481771,1.497396,0.368515,1219200
1973-11-02,1.497396,1.509115,1.486979,1.505208,0.370437,806400
1973-11-05,1.505208,1.518229,1.500000,1.509115,0.371399,2745600
1973-11-06,1.509115,1.510417,1.479167,1.484375,0.365310,969600
1973-11-07,1.484375,1.505208,1.473958,1.505208,0.370437,1152000
1973-11-08,1.505208,1.514323,1.497396,1.500000,0.369156,892800
1973-11-09,1.500000,1.505208,1.490885,1.497396,0.368515,729600
1973-11-12,1.497396,1.506510,1.476563,1.481771,0.364670,931200
1973-11-13,1.481771,1.484375,1.468750,1.473958,0.362747,2112000
1973-11-14,1.473958,1.479167,1.464844,1.471354,0.362106,854400
1973-11-15,1.471354,1.473958,1.466146,1.468750,0.361465,1449600
1973-11-16,1.468750,1.479167,1.467448,1.475260,0.363067,1180800
1973-11-19,1.471354,1.471354,1.377604,1.381510,0.339995,6508800
1973-11-20,1.381510,1.394531,1.355469,1.389323,0.341918,3916800
1973-11-21,1.389323,1.416667,1.367188,1.395833,0.343520,3360000
1973-11-23,1.395833,1.406250,1.382813,1.388021,0.341597,1084800
1973-11-26,1.368490,1.368490,1.354167,1.356771,0.335101,2841600
1973-11-27,1.356771,1.375000,1.343750,1.351563,0.333815,3609600
1973-11-28,1.351563,1.371094,1.320313,1.350260,0.333493,3206400
1973-11-29,1.350260,1.372396,1.333333,1.360677,0.336066,2323200
1973-11-30,1.360677,1.361979,1.346354,1.351563,0.333815,1286400
1973-12-03,1.345052,1.345052,1.307292,1.316406,0.325132,3715200
1973-12-04,1.316406,1.321615,1.304688,1.304688,0.322237,2438400
1973-12-05,1.304688,1.308594,1.292969,1.305990,0.322559,3388800
1973-12-06,1.305990,1.307292,1.289063,1.291667,0.319021,3273600
